Sl no.,Duration (in seconds),AIToolName_1,AIToolName_2,AIToolName_3,AIToolName_4,AIToolName_5,S1_1,S1_2,S1_3,S1_4,S1_5,HM_1,HM_2,HM_3,HM_4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Who,How ,Why,When_1,When_2,When_3,When_4,When_5,PE_1,PE_2,PE_3,PE_4,PE_5,EE_1,EE_2,EE_3,EE_4,AC_1,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,AIUse_1,AIUse_2,AIUse_3,AIUse_4,AIUse_5,AIUse_6,AIUse_7,AIUse_8,AIUse_9,AIObj_1,AIObj_2,AIObj_3,AIObj_4,AIObj_5,AIObj_6,AIObj_7,AIObj_8,AC_2,AITask_1,AITask_2,AITask_3,AITask_4,AITask_5,AITask_7,AITask_8,AITask_6,Freq,AIL_1,AIL_2,AIL_3,AIL_4,AIL_5,AIL_6,AIL_7,AIL_8,AC_3,Gender,Age,WrkExp,AIExp,WhoHuman,WhoAgent,WhoBoth,WhoNotSure,HowContinuously,HowDiscretely,HowBoth,HowNotSure,HowNever,WhyPreEmptively,WhyCorrectively,WhyBoth,WhyNotSure,WhyNever,LevelOfAutonomy,PATotal,NATotal,PAScaled,NAScaled
283,428,Chat GPT,Midjourney,,,,2,4,2,4,4,6,6,5,6,,,,1,,1,1,3,,,1,,,5,3,3,3,6,5,5,6,6,1,90,4,50,80,0,80,80,60,80,80,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,6,5,5,2,2,2,2,2,2,2,2,7,,,,,1,,,,6,5,5,5,6,5,5,5,5,1,2,53,32,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,604,0,4.23,0
284,364,ChatGPT,Dall-E,,,,1,6,4,6,5,7,7,7,7,1,1,1,1,,3,3,3,,,,1,,6,6,7,7,7,6,5,7,6,1,81,55,90,56,18,31,51,50,68,100,3,10,26,5,4,4,4,41,3,11,3,4,2,5,6,3,4,4,6,2,1,2,2,1,4,1,6,7,,,,1,,1,1,,1,6,6,3,5,5,4,4,4,1,2,29,9,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,600,111,4.2,0.78
285,386,ChatGTP,3DArtist,Krikey AI Animate,,,2,5,5,5,6,3,5,6,6,1,1,,1,,1,2,3,,,,1,,5,5,5,5,5,6,6,6,6,1,50,30,0,30,0,0,20,20,75,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,2,2,5,2,2,3,4,3,5,5,5,5,3,7,,,,,1,,,,3,3,5,6,6,6,6,6,7,1,1,31,15,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,225,0,1.58,0
286,285,ChatGPT,,,,,2,5,3,5,2,5,5,5,5,,,,1,,2,5,3,,,,1,,5,3,5,3,5,5,5,5,5,1,80,62,21,40,41,60,82,81,81,78,5,5,6,6,9,10,10,8,6,13,5,6,5,5,5,5,5,5,5,2,2,2,3,2,4,5,4,7,,1,,,,1,,,3,5,5,5,5,5,6,6,6,1,1,34,18,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,626,78,4.38,0.55
287,396,Chat GPT,,,,,3,5,3,4,4,4,4,4,4,1,,1,1,,3,3,3,,,,1,,5,4,5,4,5,5,5,6,4,1,72,46,51,52,52,64,51,53,67,41,0,0,9,2,0,4,0,0,0,0,4,4,3,3,3,4,4,5,5,2,3,2,2,2,5,3,5,7,,1,,,1,,,,3,4,3,3,4,5,5,4,5,1,2,29,12,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,549,15,3.84,0.11
288,476,CHatGPT,ChatBot,,,,4,6,5,3,6,6,7,6,6,,,1,1,,3,3,2,,,1,,,5,6,6,6,7,7,7,7,7,1,90,81,80,87,92,84,80,79,81,91,15,4,5,6,0,0,1,20,1,0,2,5,6,2,7,3,6,6,5,2,1,1,2,2,1,1,2,7,,1,,1,1,,,,1,4,7,4,6,7,5,5,5,1,2,36,12,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,845,52,5.92,0.36
289,373,chat gpt,,,,,4,5,4,5,6,6,6,7,6,1,,,1,,1,1,3,,,1,,,5,4,4,5,6,6,7,6,6,1,84,88,67,81,71,80,78,64,79,83,7,5,35,3,3,2,3,2,1,1,7,5,7,4,5,6,6,5,5,1,1,1,2,1,3,1,4,7,,,,,1,1,,,4,5,5,5,5,5,6,6,6,1,1,32,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,775,62,5.43,0.43
290,524,nowsite ,chat gpt,,,,5,6,3,6,2,6,6,6,6,,,,,1,1,1,3,,,,1,,6,6,5,5,6,5,6,6,6,1,90,75,75,75,60,70,90,80,80,80,0,0,0,0,0,0,0,15,0,0,5,5,5,6,6,6,6,6,6,1,2,2,2,2,2,2,3,7,,,,,1,,,,1,5,5,4,5,5,4,4,5,1,1,45,26,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,775,15,5.43,0.11
291,562,Online video training ,,,,,6,6,6,6,6,6,6,6,6,1,,,1,,3,3,1,,,1,,,6,6,6,6,6,6,6,6,6,1,100,100,99,100,99,100,99,99,100,100,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,5,6,1,1,1,1,1,1,1,1,7,1,1,,1,,1,1,,3,7,7,7,7,7,7,7,7,1,2,44,15,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,996,0,6.97,0
292,243,Smartling,Phrase,,,,2,2,2,2,2,2,2,2,2,,,,,1,3,3,3,,,,1,,1,1,1,1,3,5,6,6,6,1,22,8,19,4,11,75,13,14,29,23,52,0,46,48,48,43,0,29,20,32,5,2,5,4,3,4,4,4,2,5,7,6,5,6,4,5,4,7,1,,1,,1,,1,,1,6,5,6,6,6,5,5,5,1,1,28,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,218,318,1.53,2.23
293,495,Topaz Gigapixel,Chat-GPT,Bing Copilot,,,2,3,4,3,3,4,3,3,3,,,1,1,,3,2,4,,,1,,,4,3,4,3,5,5,5,6,4,1,38,7,4,29,4,73,3,53,77,20,8,3,9,1,26,15,2,34,3,11,2,3,4,4,3,5,4,3,3,2,4,3,4,3,4,3,2,7,,,,,1,,1,,1,4,5,5,4,5,5,5,6,1,2,28,5,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,308,112,2.16,0.78
294,245,ChatGpt,,,,,4,4,3,5,4,4,4,3,5,1,,,,,3,3,2,,1,,,,4,3,5,3,5,5,5,5,6,1,44,14,19,57,17,62,29,26,37,31,34,19,4,7,4,7,2,2,3,3,3,3,5,4,4,4,5,5,4,3,4,3,4,4,4,3,3,7,,1,,,,,,,4,5,5,5,5,6,5,5,5,1,1,41,14,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,336,85,2.35,0.6
295,477,ChatGPT,,,,,3,6,5,5,6,6,6,6,6,1,,,1,,1,4,3,,,1,,,5,5,6,6,6,7,6,7,6,1,80,40,60,80,40,50,85,80,30,60,0,0,25,0,10,15,20,0,0,0,5,7,5,6,7,6,5,6,6,2,2,2,1,2,2,3,5,7,,,,1,,1,1,,3,5,6,6,6,7,5,5,6,1,2,34,15,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,605,70,4.24,0.49
296,462,Chat GPT,,,,,5,5,3,5,5,5,5,5,5,,,1,,,3,3,3,,,1,,,3,3,5,3,5,5,5,5,5,1,62,69,73,85,77,67,53,64,65,67,16,6,29,34,15,18,31,40,22,21,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,,,,1,,1,1,,3,5,4,5,5,5,5,5,5,1,1,34,24,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,682,232,4.77,1.62
297,516,Grammarly ,Bard,,,,6,6,6,6,6,6,6,6,6,1,1,1,1,,3,3,3,1,,,,,6,6,6,6,6,6,6,6,6,1,62,64,80,79,86,78,81,87,83,84,2,2,1,3,3,0,1,2,1,2,5,6,6,6,6,6,6,6,6,2,2,2,2,2,4,2,4,7,,,1,1,1,,,,1,5,5,5,5,5,5,4,5,1,1,37,17,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,784,17,5.49,0.12
298,715,chat gpt,,,,,2,3,2,4,5,6,6,6,6,,,,,1,1,1,3,,,,1,,5,4,6,4,6,6,6,7,6,1,80,48,52,70,27,57,60,75,82,64,36,49,75,66,22,56,84,57,17,23,5,6,6,6,5,4,4,6,4,2,4,2,2,2,4,2,2,7,,,,,,1,1,,3,6,3,4,6,6,5,6,6,1,2,40,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,615,485,4.31,3.4
299,607,Claude,ChatGPT,CoPilot,,,2,7,6,6,5,7,7,7,6,1,1,1,1,,1,1,1,,,1,,,6,7,6,6,7,7,7,7,7,1,74,90,72,80,90,19,60,80,50,48,5,5,0,5,0,30,0,0,0,0,6,7,6,2,7,5,7,7,7,1,2,1,5,1,1,1,1,7,1,,,,1,,,,1,7,6,7,7,6,6,5,6,1,2,25,9,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,663,45,4.64,0.32
300,508,ChatGPT,Grammarly,,,,3,5,2,4,3,5,5,5,5,,1,,1,,1,3,3,1,1,1,,,4,4,4,4,4,5,5,5,5,1,40,45,30,80,50,85,45,48,79,20,2,3,3,3,4,4,4,4,3,3,6,5,6,5,5,5,5,5,5,2,3,3,2,4,4,3,4,7,1,,,1,1,,1,,1,3,4,4,4,5,4,4,5,1,2,51,33,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,522,33,3.65,0.23
301,377,Chat GPT,,,,,3,5,4,4,5,5,5,5,5,1,,,1,,1,1,1,,,1,,,5,5,4,4,5,7,5,7,5,1,78,51,21,66,18,64,60,59,77,40,9,0,0,0,1,0,0,0,0,0,4,5,4,5,3,4,5,4,3,1,1,2,1,1,3,1,4,7,,1,1,,,1,,,4,5,4,3,6,1,4,4,4,1,2,57,35,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,534,10,3.74,0.07
302,498,ChatGPT,Canva Magic Write,Teachmateai,,,4,5,3,5,6,6,6,6,6,1,,,,,1,1,3,,,1,,,5,2,5,5,7,7,7,7,7,1,76,60,81,80,36,56,87,68,78,19,1,1,0,0,0,0,0,0,0,0,6,6,6,5,6,5,6,6,5,1,1,1,2,1,1,1,1,7,,,,,1,1,1,,3,4,3,6,6,6,5,5,5,1,1,29,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,641,2,4.49,0.01
303,482,ChatGPT,,,,,1,3,1,3,3,5,6,6,6,1,1,1,1,,1,3,3,,,,,1,6,6,7,2,6,6,6,6,5,1,70,60,50,60,50,80,60,80,80,80,0,0,0,0,0,0,0,0,0,0,7,7,6,6,6,6,6,6,6,2,1,1,2,1,2,2,4,7,,1,,,,,,,2,6,6,6,6,7,4,5,5,1,2,50,25,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,670,0,4.69,0
304,410,Copilot,Loopio,,,,1,5,5,4,4,4,4,2,4,,,,,1,3,2,3,,,1,1,,4,4,5,4,5,5,5,5,5,1,22,22,22,40,10,20,10,10,10,10,0,0,0,0,0,0,0,20,5,0,2,2,1,2,4,2,2,1,1,1,2,3,3,3,2,3,3,7,,1,,,1,,,,5,3,3,5,5,6,5,3,4,1,1,29,12,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,176,25,1.23,0.18
305,499,EBay AI,,,,,2,2,4,4,2,5,5,5,5,,,1,1,,3,1,2,,,1,,,3,3,5,3,6,6,5,6,6,1,100,100,100,100,86,100,100,100,100,85,0,0,1,0,0,1,0,0,0,0,6,6,4,6,6,5,6,6,6,2,2,2,2,2,2,2,2,7,,1,,,1,,,,3,5,4,5,5,5,5,5,5,1,1,71,60,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,971,2,6.8,0.01
306,272,chat gpt,,,,,3,4,3,2,4,3,4,3,4,1,,,1,,3,3,2,1,,,,,3,4,4,3,5,5,4,5,5,1,71,23,29,46,28,76,60,59,79,52,0,1,0,1,0,1,0,1,1,1,5,5,6,5,6,5,5,5,4,2,1,1,2,1,1,1,1,7,,,,,1,,,,3,5,5,5,6,6,4,4,4,1,1,52,34,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,523,6,3.66,0.04
307,206,Ils,Kronos,Matador,,,5,5,5,4,5,5,5,4,5,,1,,,,3,3,3,,,1,,,5,6,4,5,4,5,5,6,5,1,60,74,81,55,73,58,75,68,94,73,70,68,89,60,47,29,28,23,47,45,6,3,5,3,5,5,5,6,3,3,3,3,4,3,3,4,4,7,,1,,,1,,,,1,5,5,5,3,4,4,4,4,1,2,35,6,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,711,506,4.98,3.54
308,335,Data robot,,,,,2,5,1,2,1,3,4,3,4,,,1,1,,3,3,4,,,1,,,2,2,3,2,6,4,6,5,5,1,61,20,16,39,19,60,19,0,43,58,11,7,2,2,14,60,1,1,2,2,2,2,2,3,3,5,4,5,4,4,5,6,3,7,7,6,7,7,,1,,,,,,,4,5,4,6,5,1,4,6,5,1,2,36,18,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,335,102,2.35,0.71
309,1037,ChatGPT,Grammarly,QuillBot,,,3,4,3,4,4,5,5,5,5,,,,1,,1,1,3,,,1,,,5,4,4,3,5,6,6,6,5,1,96,92,83,82,76,74,72,50,99,94,12,7,3,5,8,7,4,5,5,7,7,6,7,5,5,5,5,5,6,2,1,2,2,2,4,2,5,7,,1,,,1,,,,1,5,5,5,4,4,5,4,5,1,2,31,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,818,63,5.73,0.44
310,975,ChatGPT,,,,,5,7,5,7,6,4,4,5,4,,,1,1,,3,2,1,,,1,,,3,3,4,5,7,7,7,7,7,1,88,27,71,26,48,83,57,82,90,60,5,5,1,10,15,15,1,15,2,2,7,7,6,6,7,7,5,5,5,3,1,3,5,5,4,4,5,7,1,,,,,,,,1,4,4,6,6,7,5,5,5,1,1,36,15,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,632,71,4.42,0.5
311,287,CHAT Gpt,Co pilot,,,,4,5,4,5,4,5,5,4,5,1,,,1,,3,2,3,,,,1,,6,6,6,5,6,6,6,6,5,1,78,77,81,82,56,62,60,62,61,61,8,10,5,8,6,7,7,5,5,5,5,5,4,6,6,6,5,6,5,1,1,1,2,2,5,2,1,7,,1,,,1,,,,3,5,5,5,6,5,4,5,4,1,2,45,22,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,680,66,4.76,0.46
312,412,ChatGPT,Chorus AI,,,,1,4,2,3,3,5,6,5,6,1,1,1,1,,1,2,3,,,,1,,2,2,3,2,6,7,7,7,7,1,75,59,28,49,28,50,69,60,69,22,2,2,2,2,2,2,2,2,2,2,5,4,5,4,3,7,5,6,4,3,5,2,2,2,2,2,2,7,,,,1,1,1,,,2,5,5,6,6,6,5,3,7,1,1,30,14,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,509,20,3.56,0.14
313,1071,ChatGPT,,,,,1,4,5,4,4,6,6,6,6,1,1,,1,,3,3,3,,,1,,,6,6,6,6,6,6,6,6,5,1,80,65,75,75,60,70,65,75,76,51,0,0,20,0,0,0,5,0,0,0,3,5,5,5,3,5,4,6,3,1,2,1,2,2,2,2,2,7,,,,,1,1,1,,4,5,6,6,6,7,6,5,6,1,4,44,28,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,692,25,4.84,0.18
314,495,ChatGPT,,,,,2,2,3,2,3,5,6,4,5,,,,1,,1,4,1,1,,,,,2,2,3,2,2,2,5,7,6,1,52,34,38,28,8,8,20,18,27,21,1,1,6,0,0,0,6,0,0,0,2,3,2,3,5,5,3,3,3,6,3,3,3,5,3,4,4,7,,,,,1,1,,,3,6,5,6,6,5,6,6,6,1,1,19,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,254,14,1.78,0.1
315,396,chatgpt,copilot,grammaly,,,3,2,2,3,2,2,3,2,3,1,1,1,1,,1,1,3,,,1,,,5,4,4,5,6,6,6,6,6,1,20,8,41,7,7,60,41,19,59,20,0,0,0,10,0,0,0,0,0,0,5,2,5,4,5,4,5,4,2,3,2,1,3,2,5,3,5,7,1,1,,1,1,,1,,3,5,5,5,4,4,6,4,6,1,2,45,22,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,282,10,1.97,0.07
316,489,Chat GPT,,,,,4,4,4,4,4,6,6,6,6,1,1,1,1,,3,3,1,1,1,1,,,5,4,5,4,6,6,5,7,5,1,52,40,37,50,15,29,30,42,38,16,2,2,2,1,2,3,2,18,2,1,5,5,4,4,3,3,5,5,5,3,3,3,4,3,3,2,3,7,,1,,,1,1,1,,4,2,5,5,5,5,5,5,5,1,1,32,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,349,35,2.44,0.25
317,548,Robotic automatic process,,,,,3,5,6,3,6,7,5,4,6,,1,1,1,,1,3,1,,,1,,,6,6,5,5,6,5,6,5,6,1,49,26,76,70,87,34,59,55,80,92,11,7,12,7,0,23,3,5,6,8,5,6,4,4,5,5,4,5,5,2,2,2,2,2,2,2,2,7,1,,,,,,,,2,5,4,4,6,7,3,3,4,1,1,32,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,628,82,4.4,0.57
318,280,Chatgpt,BingAI,,,,4,5,2,4,6,4,6,6,5,1,,,1,,3,2,4,1,,,,,1,1,1,1,6,4,5,5,4,1,81,23,23,37,50,9,8,34,7,25,7,7,14,6,3,4,4,13,2,3,5,2,5,1,2,6,1,5,1,2,1,4,1,2,3,1,2,7,,1,1,,1,1,,,1,5,5,6,6,6,7,6,6,1,1,22,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,297,63,2.08,0.44
319,418,Github co-pilot,Microsoft co-pilot,,,,3,6,4,6,6,5,5,5,6,1,1,1,1,,3,1,3,,,1,,,3,5,5,3,6,5,6,6,5,1,80,74,59,64,63,64,81,78,80,61,31,32,22,24,22,17,20,20,21,24,3,5,3,5,5,5,5,5,5,2,6,2,3,2,2,2,3,5,1,,1,,1,,,,1,5,5,6,6,6,5,5,6,1,1,30,14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,704,233,4.93,1.63
320,680,ChatGPT,,,,,6,6,4,6,5,6,6,6,6,1,1,1,1,,3,3,2,,,1,,,7,7,7,6,7,6,6,6,6,1,100,100,100,100,60,100,100,70,100,100,0,0,70,0,0,0,0,0,0,0,6,6,7,6,6,6,6,6,6,3,2,3,3,2,3,3,1,7,,,1,1,,1,1,,3,3,6,6,6,6,6,3,4,1,2,51,10,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,930,70,6.51,0.49
321,445,Chat GPT,,,,,2,5,4,4,2,5,5,6,6,1,,,1,,3,3,1,,,,1,,5,5,5,2,5,7,7,7,5,1,74,55,50,60,40,50,40,40,60,29,0,0,29,9,0,0,20,11,11,6,5,5,5,1,5,3,5,5,5,2,2,2,3,2,2,1,5,7,,,,,1,1,,,5,5,5,6,7,7,3,3,3,1,1,27,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,498,86,3.49,0.6
322,449,Chat GPT,Grammarly,MailButler,,,2,4,1,3,3,3,4,3,4,1,,,1,,1,1,1,,,,,1,5,5,6,5,5,5,5,6,5,1,32,9,53,17,13,39,17,11,40,22,20,21,40,21,39,20,5,41,6,4,5,4,4,3,5,3,4,4,5,3,3,3,4,5,4,5,4,7,,,,1,1,1,,,1,4,5,4,4,7,5,4,5,1,1,34,18,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,253,217,1.77,1.52
323,453,D-ID,Midjourney ,Pika ,Eleven Labs,Topaz Video AI,4,4,2,7,5,2,6,7,6,1,1,1,,,3,2,3,1,,,,,5,5,7,5,6,6,6,7,6,1,38,25,20,21,6,42,13,9,65,8,9,6,69,5,3,3,61,3,3,3,5,2,6,2,6,2,5,5,5,4,6,2,2,5,5,2,6,7,,,,,1,1,,,3,3,2,5,6,6,5,5,6,1,1,33,17,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,247,165,1.73,1.16
324,354,chatgpt,vinci,,,,4,5,2,5,4,7,6,7,6,,,,1,,1,3,2,,,1,,,3,3,6,4,5,5,6,6,5,1,82,90,51,81,48,14,87,72,54,90,2,2,2,0,0,0,0,0,0,0,7,7,6,7,6,6,6,6,6,2,2,1,2,2,2,2,3,7,,,,1,,,,,3,6,4,5,7,7,5,6,6,1,2,47,28,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,669,6,4.68,0.04
325,335,chatGPT,bing co-pilot,,,,5,5,4,5,6,6,6,6,6,1,,,1,,3,3,3,,,1,,,7,7,7,7,7,6,6,6,6,1,82,81,85,79,68,78,81,79,83,80,0,0,0,0,0,0,0,0,0,0,6,6,6,5,5,6,5,5,5,1,1,1,1,1,1,1,1,7,,1,,,,1,,,1,5,4,5,5,6,4,6,5,5,2,45,26,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,796,0,5.57,0
326,547,Microsoft co-pilot,Chat gpt 4,Grammarly,,,5,7,5,6,6,5,6,5,6,1,1,1,1,,1,2,3,,,1,,,5,5,7,6,6,6,6,6,6,1,79,73,72,84,79,69,76,90,82,71,6,5,18,5,5,6,6,18,4,4,5,6,5,6,5,6,7,6,6,1,1,3,3,1,1,2,3,7,1,1,,,1,,1,,2,5,6,6,6,5,5,5,5,1,2,35,19,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,775,77,5.43,0.54
327,457,Chat GBT,Grammarly,,,,4,5,5,5,5,4,5,4,5,1,1,1,1,,3,3,2,,,1,,,5,5,5,5,5,7,6,7,5,1,59,22,46,40,18,57,61,43,60,46,22,23,62,24,20,24,42,21,23,22,4,6,3,5,6,5,7,6,6,4,3,2,5,3,3,3,6,7,,1,1,,,1,,,4,2,2,5,5,6,5,5,6,1,1,31,5,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,452,283,3.16,1.98
328,448,ChatGPT,StableDiffusion,,,,2,4,3,2,4,4,5,3,5,1,1,1,1,,3,1,3,,,1,,,3,3,4,4,6,6,6,6,6,1,75,30,0,0,0,0,15,0,25,10,0,0,0,0,0,0,0,0,0,0,2,4,2,5,6,6,6,6,6,2,2,1,2,2,3,2,3,7,1,,,,1,1,,,3,4,6,6,7,6,5,6,6,1,2,18,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,155,0,1.09,0
329,627,Slidebean,ChatGPT,Grammarly,,,4,4,2,4,2,4,5,4,4,1,1,1,1,,3,1,2,,,,1,,5,5,5,4,5,4,4,5,4,1,65,25,60,50,20,29,40,40,21,40,10,5,10,15,10,5,15,20,15,15,4,4,3,2,5,2,4,4,3,4,3,4,5,4,5,3,5,7,,,,1,,,,,3,3,4,3,3,4,2,3,2,1,2,52,31,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,390,120,2.73,0.84
330,750,gramarly,,,,,4,5,3,5,5,5,5,2,5,,,,1,,3,3,3,,,,1,,6,5,5,5,5,6,6,6,5,1,74,68,54,31,12,12,53,37,50,70,12,4,8,8,11,7,10,11,8,10,5,4,4,4,5,4,5,4,5,3,3,2,3,2,3,3,2,7,,,,,,,1,,1,4,4,4,4,7,6,3,5,1,2,38,10,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,461,89,3.23,0.62
331,326,chat gpt,,,,,2,4,2,4,4,6,5,5,6,,,,1,,3,4,2,,,1,,,5,3,6,3,4,6,6,6,6,1,59,58,19,60,37,60,59,62,80,63,0,2,1,1,2,21,0,1,2,2,4,4,3,3,5,4,3,3,3,4,2,2,2,3,3,3,3,7,,1,,1,,,1,,3,6,3,5,5,6,6,6,6,2,1,29,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,557,32,3.9,0.22
332,388,Deepl,Chatgpt,Gemini,,,5,6,6,7,7,7,7,7,7,,,,,1,1,3,3,,,1,,,6,5,4,5,4,7,6,7,6,1,100,57,64,52,78,29,86,100,100,100,26,19,18,14,4,11,12,11,14,14,4,6,6,6,6,7,4,6,7,3,2,1,2,2,6,4,5,7,,,1,1,1,1,,,3,5,5,6,5,5,6,6,5,1,1,34,9,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,766,143,5.36,1
333,601,Chatgpt 4 ,,,,,2,7,3,7,7,5,7,5,7,1,1,1,1,,1,1,3,1,,,,,3,3,3,3,7,7,7,7,6,1,88,82,58,90,27,68,86,75,87,84,0,0,41,0,0,10,11,0,0,0,5,6,5,6,6,6,7,7,6,1,2,1,2,1,1,1,3,7,1,1,1,,,1,,,1,6,7,6,7,6,5,5,5,1,2,26,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,745,62,5.22,0.43
334,384,Chat GPT,,,,,1,2,1,1,4,6,6,6,6,,,1,1,,1,1,3,,,,1,,2,2,4,1,5,7,7,7,7,1,81,82,39,72,25,46,41,27,49,28,21,21,78,16,0,41,0,3,0,0,2,2,2,2,2,4,2,2,2,5,5,3,4,5,5,1,3,7,,1,,1,,,1,,3,1,6,6,6,6,2,2,2,1,1,35,13,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,490,180,3.43,1.26
335,210,Chatgpt,,,,,6,3,3,5,6,6,6,5,5,1,1,1,1,,1,2,2,,1,,,,6,3,6,7,7,6,4,6,6,1,64,72,58,77,39,36,23,51,63,81,28,19,68,33,32,35,60,85,47,49,3,6,6,5,5,5,5,6,6,4,5,3,3,5,6,5,5,7,,1,,,1,1,,,1,4,3,5,5,6,5,6,5,1,2,24,6,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,564,456,3.95,3.19
336,604,chatgpt,,,,,3,3,3,5,5,4,5,5,5,1,,,1,,1,1,4,,,1,,,3,2,3,3,2,3,3,2,3,1,81,38,19,39,20,40,40,24,41,24,1,0,0,0,0,0,0,0,0,0,5,5,3,3,3,4,3,4,3,3,3,3,3,3,5,3,4,7,,,,,1,1,,,3,5,3,5,5,5,3,3,3,1,2,50,30,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,366,1,2.56,0.01
337,549,Google assistant.,,,,,2,4,2,4,2,6,5,6,5,1,1,1,1,,1,1,3,,,1,,,4,4,5,4,5,6,6,6,6,1,64,29,29,43,29,70,30,62,80,78,1,0,1,1,1,0,0,0,0,0,6,5,6,4,1,5,5,4,4,2,2,2,3,3,5,2,6,7,,,1,,,1,1,,3,5,6,6,7,6,5,6,6,1,2,51,22,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,514,4,3.6,0.03
338,317,Chat GPT,,,,,5,5,3,5,4,4,6,6,5,1,1,1,1,,3,2,1,,,1,,,5,4,6,6,6,6,6,6,6,1,79,14,9,22,1,20,40,40,60,24,3,2,2,1,2,1,2,2,2,1,5,4,3,3,2,3,5,5,3,1,3,2,3,2,2,3,5,7,,,,,1,1,,,2,6,6,6,6,6,5,5,5,1,1,31,12,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,309,18,2.16,0.13
339,401,ChatGPT-4,,,,,2,4,5,4,4,5,5,6,4,,1,1,,,1,1,2,,,,,1,3,3,3,4,5,6,6,7,6,1,80,20,20,80,5,80,90,90,80,60,40,20,7,0,20,40,3,11,0,0,6,5,5,4,3,5,6,6,5,2,2,3,2,1,2,2,3,7,,,,,,,1,,1,4,5,4,6,7,5,5,7,1,1,21,5,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,605,141,4.24,0.99
